question_id,question,answer,expected_doc_id,rank,score,retrieved_doc_id,chunk_id,answer_in_chunk,retrieved_text
c1_57061-1,이번 포럼의 주제는?,'청소년과 뉴미디어',doc_0001,1,0.851964,doc_0001,doc_0001_chunk_002,X,안과 청소년문화의 형성에 대해 설명할 계획이다. 27일 폐회식에서는 '청소년선언문'을 채택한다. 선언문에는 전 세계적으로 뉴미디어의 바람직한 발전을 촉구하며 각국 청년들이 함께 실천할 수 있는 내용 등이 담길 예정이다. 한국청소년단체협의회는 포럼이 끝난 뒤 UN 등 국제기구와 참가자 각국 정부 등 국제사회에 선언문을 전달할 예정이다.
c1_57061-1,이번 포럼의 주제는?,'청소년과 뉴미디어',doc_0001,2,0.849757,doc_0001,doc_0001_chunk_000,O,"한국청소년단체협의회와 여성가족부는 22일부터 28일까지 서울과 충북 괴산에서 '국제청소년포럼'을 연다고 21일 밝혔다. 한국 미국 캐나다 호주 등 전 세계 32개국 75여명의 대학생, 청소년들이 모여 전 세계적 현안문제에 대한 대안과 해결책을 모색하는 자리다. 이번 포럼의 주제는 '청소년과 뉴미디어'다. 스마트폰 SNS 태블릿PC 등 새로운 커뮤니케이션 매체인 '뉴미디어'에 대한 성찰과 문제점에 대해 토론한다. 기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을"
c1_57061-1,이번 포럼의 주제는?,'청소년과 뉴미디어',doc_0001,3,0.838033,doc_0001,doc_0001_chunk_001,X,"련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다. 개회식은 22일 서울 방화동에 있는 국제청소년센터 국제회의장에서 한다. 전 세계 32개국 대학생ㆍ청소년 참가자와 전국의 청소년기관단체장과 청소년지도자 여성가족부 주한외교사절 등 100여명이 참석할 예정이다. 23일에는 유엔미래포럼 박영숙 대표가 '뉴미디어의 균형 있는 발전을 위한 청소년의 역할'에 대해 기조강연을 한다. 뉴미디어의 올바른 활용방안과 청소년문화의 형성에 대해 설명할 계획이다. 27일 폐회식에서는 '청소년선언문'을 채택"
c1_57061-1,이번 포럼의 주제는?,'청소년과 뉴미디어',doc_0001,4,0.833302,doc_0010,doc_0010_chunk_002,X,"적극 개척하겠다고 강조했습니다. [김동연/경제부총리 : 보다 근본적으로 우리 경제가 대외 통상 마찰에도 크게 흔들림이 없도록 경제 협력의 지평을 넓히기 위한 최선을 다해 나갈 계획입니다.] 정부는 일본이 주도하는 &환태평양경제동반자협정&, CPTPP가입 여부도 상반기 안에 결정하기로 했습니다. 환태평양경제동반자협정은 일본, 호주, 뉴질랜드, 캐나다 등 11개국이 참가하는 자유무역협정으로, 해당국들은 지난 8일 협정에 정식 서명했습니다. 정부는 또 6주년을 맞는 한미FTA와 관련해선 국익 최우선의 원칙 아래 균형된 결과가 나오도록"
c1_57061-1,이번 포럼의 주제는?,'청소년과 뉴미디어',doc_0001,5,0.830698,doc_0198,doc_0198_chunk_003,X,보측은 전국을 돌며 벌인 '북콘서트'가 긍정적 영향을 미칠 것으로 보고 '저녁이 있는 삶'을 알릴 기회가 삼겠다는 입장이다. 정책전문가를 자임한 정세균 후보는 이번 토론회를 '정책있는 지도자'로 알리는 계기로 만들겠다는 각오다. 2부는 사회자와 후보자가 참여하는 '주도권 토론'이 이어진다. 기존의 후보토론회 형식과 크게 다르지 않다.
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,1,0.838653,doc_0001,doc_0001_chunk_002,X,안과 청소년문화의 형성에 대해 설명할 계획이다. 27일 폐회식에서는 '청소년선언문'을 채택한다. 선언문에는 전 세계적으로 뉴미디어의 바람직한 발전을 촉구하며 각국 청년들이 함께 실천할 수 있는 내용 등이 담길 예정이다. 한국청소년단체협의회는 포럼이 끝난 뒤 UN 등 국제기구와 참가자 각국 정부 등 국제사회에 선언문을 전달할 예정이다.
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,2,0.838407,doc_0001,doc_0001_chunk_001,X,"련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다. 개회식은 22일 서울 방화동에 있는 국제청소년센터 국제회의장에서 한다. 전 세계 32개국 대학생ㆍ청소년 참가자와 전국의 청소년기관단체장과 청소년지도자 여성가족부 주한외교사절 등 100여명이 참석할 예정이다. 23일에는 유엔미래포럼 박영숙 대표가 '뉴미디어의 균형 있는 발전을 위한 청소년의 역할'에 대해 기조강연을 한다. 뉴미디어의 올바른 활용방안과 청소년문화의 형성에 대해 설명할 계획이다. 27일 폐회식에서는 '청소년선언문'을 채택"
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,3,0.829933,doc_0001,doc_0001_chunk_000,X,"한국청소년단체협의회와 여성가족부는 22일부터 28일까지 서울과 충북 괴산에서 '국제청소년포럼'을 연다고 21일 밝혔다. 한국 미국 캐나다 호주 등 전 세계 32개국 75여명의 대학생, 청소년들이 모여 전 세계적 현안문제에 대한 대안과 해결책을 모색하는 자리다. 이번 포럼의 주제는 '청소년과 뉴미디어'다. 스마트폰 SNS 태블릿PC 등 새로운 커뮤니케이션 매체인 '뉴미디어'에 대한 성찰과 문제점에 대해 토론한다. 기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을"
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,4,0.805155,doc_0182,doc_0182_chunk_004,X,"의 연구팀들이 참여했으며 신경생물학, 유전체학, 신경유전학, 신경생리학, 뇌공학, 소아정신과 등 여러 분야 전문가들이 협업해 성공한 모범적 사례로 꼽히고 있다."
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,5,0.801125,doc_0101,doc_0101_chunk_000,X,"""스웨덴을 방문 중인 리용호 북한 외무상이 스웨덴 총리와 외교부 장관을 만났습니다. 북미 정상회담을 앞둔 사전 정지작업이라는 분석이 나오고 있습니다. 스톡홀름에서 이민우 특파원이 보도합니다. [리포트] 이른 아침부터 스웨덴 총리를 면담한 뒤 공관을 떠나는 리용호 외무상. [회담은 어떠셨습니까?] 어제저녁(15일) 외교장관 회담에 이어 오늘(16일)은 총리까지 만난 겁니다. 스웨덴 총리는 앞서 이번 북미회담에서 역할론을 밝힌 바 있어 리 외무상이 김정은의 메시지를 전달했을 가능성도 거론됩니다. [발스트롬/스웨덴 외교부 장관 : 우리는"
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,1,0.886091,doc_0002,doc_0002_chunk_000,O,[헤럴드POP=고승아 기자]그룹 구구단 샐리가 리듬체조에서 실수했다.15일 방송된 MBC '설특집 2018 아이돌스타 육상 볼링 양궁 리듬체조 에어로빅 선수권대회(이하 아육대)'에서는 구구단 샐리가 리듬체조 종목에 출전한 모습이 그려졌다.이날 구구단 샐리는 리듬체조 종목에 처음 출전해 훌라후프로 무대를 꾸몄다. 그러나 연기 도중 훌라후프를 받지 못하는 등 실수를 해 안타까움을 자아냈다.응원을 하던 구구단 멤버들도 열심히 연습했던 샐리를 생각해 눈물을 흘렸다.popnews@heraldcorp.com- Copyrights ⓒ 헤럴드PO
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,2,0.829596,doc_0057,doc_0057_chunk_002,X,후에도 여전한 몸매를 자랑하는 그는 주부들의 다이어트를 자극하기도.◆ 손나은손나은은 굴곡진 몸매가 돋보이는 아이돌이다. 다이어트 식품 모델로도 활동하고 있는 손나은은 데뷔 초와 달리 늘씬한 몸매로 부러움을 사고 있다.◆ 제시가슴 성형수술을 당당하게 고백한 제시는 볼륨 있는 몸매를 자랑한다. 하지만 그의 잘록한 허리도 감탄을 자아낼 정도. 비키니부터 트레이닝복까지 완벽하게 소화하는 몸매의 소유자다.◆ 신수지신수지는 리듬체조 전 국가대표 출신답게 탄탄하면서도 볼륨감 있는 몸매가 돋보인다. SNS에서 플라잉 요가로 유연한 몸을 뽐내는 것
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,3,0.820853,doc_0052,doc_0052_chunk_002,X,"구 간판 스트라이커 계보를 이을 기대주로 각광받았지만 독일 무대 적응 실패 등으로 기대 만큼의 기량 성장을 하지 못해 시련을 겪은 비운의 스타이기도 하다. 파괴력은 인정받지만 비성실한 플레이 등으로 '히딩크호'에서 낙마, 안방에서열린 꿈의 월드컵 무대를 밟지 못했고 국내 프로무대와 아시안게임에서도 활약이 미흡해 마음 고생이 심했으나 군 생활을 통해 마음을 다잡고 한층 성숙해졌다. 이동국은 본프레레호 탑승 이후 9골을 뽑아내며 자신에게 기회를 준 본프레레감독의 기대에 100% 부응하며 '황태자'의 자리에 올라 화려한 재기에 성공했다."
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,4,0.818007,doc_0078,doc_0078_chunk_000,X,"임 대변인은 계속 이어지는 일련의 독도 관련 움직임과 관련해 “경제만 있고 정치는 없는, 덩치만 크고 뇌가 없는 공룡이라고 생각한다”며 “특히 새로운 관계를 끌어가야 될 주역인 일본 대사 망언은 외교관 자격이 없다”고 강력히 비판했다. 활빈단, 일본대사 체포조 결성 본국 추방운동 돌입 시민단체들의 반발도 커지고 있다. 활빈단(대표 홍정식, www.hwalbindan.co.kr)은 24일 애국시민단체들과 연대해 일본대사 체포조를 긴급 결성, 본국 추방운동 등 강도높은 반일투쟁에 돌입키로 했다. 활빈단을 중심한 10여명은 이날 오전 9"
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,5,0.81011,doc_0075,doc_0075_chunk_002,X,"름을 날렸던 육선희(34)씨를 플레잉코치로 영입하고 선수 3명을 확보, 조만간 창단식을 갖기로 했다. 이 밖에 여수시청이 80년대 김기택과 한국 남자탁구를 양분했던 김완(45)씨를감독으로 영입하고 이미 2명의 선수를 확보, 출범을 눈앞에 두고 있다. 지난 78년부터 12년간 국가대표로 활약하며 김기택과 복식 콤비를 이룬 `82뉴델리아시안게임 은메달과 `84세계선수권 단식 은메달, `86서울아시안게임 단체전 금메달, 복식 은메달(김완-유남규), 혼합복식 동메달(김완-현정화)로 화려한 선수생활을보냈던 김 완 신임 감독은 주니어 대표팀"
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,1,0.930596,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,2,0.879547,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,3,0.867093,doc_0003,doc_0003_chunk_002,X,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,4,0.851313,doc_0174,doc_0174_chunk_001,X,"자는 사망 9명, 실종 11명, 소재 미확인 332명으로 집계됐다. 이날 실종자로 분류된 고씨 등 2명은 `황성옛터', `타향살이' 등의 노래로 익숙한 가수 고(故) 고복수 선생의 아들과 그의 예비신부인 것으로 알려졌으며, 고복수 선생의 장남으로 트로트 가수인 영준씨가 실종신고를 해왔다. 외교부에 따르면 지난 달 19일 푸껫에 입국한 두 사람은 푸껫 관광을 마친 뒤 개별관광을 위해 카오락 지역으로 떠났으나 24∼25일 고씨가 국내 친구와 통화한 이후 연락이 두절됐고, 태국 현지인들이 카오락의 가든비치호텔 인근에서 사체를 발굴하던 중"
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,5,0.851182,doc_0003,doc_0003_chunk_003,X,공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,1,0.920648,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,2,0.885465,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,3,0.883795,doc_0003,doc_0003_chunk_002,X,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,4,0.860359,doc_0003,doc_0003_chunk_003,X,공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,5,0.847291,doc_0146,doc_0146_chunk_003,X,2천억원의 사기대출을 받은 혐의 등으로 대검 중수부에 기소중지된 상태다. 5년 넘게 해외체류 중인 김 전 회장은 2002년께 독일에서 장협착증 수술을 받는등 건강이 악화돼 이듬해 1월께 검찰에 비공식적으로 자진귀국 의사를 타진한 적이있었으나 같은해 2월 빙모상을 당했을 때도 부인 정희자씨만 입국했을뿐 김 전 회장은 귀국치 않았다.
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,1,0.870455,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,2,0.830131,doc_0003,doc_0003_chunk_003,X,공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
