question_id,question,answer,expected_doc_id,rank,score,retrieved_doc_id,chunk_id,answer_in_chunk,retrieved_text
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,2,0.838407,doc_0001,doc_0001_chunk_001,X,"련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다. 개회식은 22일 서울 방화동에 있는 국제청소년센터 국제회의장에서 한다. 전 세계 32개국 대학생ㆍ청소년 참가자와 전국의 청소년기관단체장과 청소년지도자 여성가족부 주한외교사절 등 100여명이 참석할 예정이다. 23일에는 유엔미래포럼 박영숙 대표가 '뉴미디어의 균형 있는 발전을 위한 청소년의 역할'에 대해 기조강연을 한다. 뉴미디어의 올바른 활용방안과 청소년문화의 형성에 대해 설명할 계획이다. 27일 폐회식에서는 '청소년선언문'을 채택"
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,3,0.829933,doc_0001,doc_0001_chunk_000,X,"한국청소년단체협의회와 여성가족부는 22일부터 28일까지 서울과 충북 괴산에서 '국제청소년포럼'을 연다고 21일 밝혔다. 한국 미국 캐나다 호주 등 전 세계 32개국 75여명의 대학생, 청소년들이 모여 전 세계적 현안문제에 대한 대안과 해결책을 모색하는 자리다. 이번 포럼의 주제는 '청소년과 뉴미디어'다. 스마트폰 SNS 태블릿PC 등 새로운 커뮤니케이션 매체인 '뉴미디어'에 대한 성찰과 문제점에 대해 토론한다. 기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을"
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,1,0.886091,doc_0002,doc_0002_chunk_000,O,[헤럴드POP=고승아 기자]그룹 구구단 샐리가 리듬체조에서 실수했다.15일 방송된 MBC '설특집 2018 아이돌스타 육상 볼링 양궁 리듬체조 에어로빅 선수권대회(이하 아육대)'에서는 구구단 샐리가 리듬체조 종목에 출전한 모습이 그려졌다.이날 구구단 샐리는 리듬체조 종목에 처음 출전해 훌라후프로 무대를 꾸몄다. 그러나 연기 도중 훌라후프를 받지 못하는 등 실수를 해 안타까움을 자아냈다.응원을 하던 구구단 멤버들도 열심히 연습했던 샐리를 생각해 눈물을 흘렸다.popnews@heraldcorp.com- Copyrights ⓒ 헤럴드PO
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,2,0.829596,doc_0057,doc_0057_chunk_002,X,후에도 여전한 몸매를 자랑하는 그는 주부들의 다이어트를 자극하기도.◆ 손나은손나은은 굴곡진 몸매가 돋보이는 아이돌이다. 다이어트 식품 모델로도 활동하고 있는 손나은은 데뷔 초와 달리 늘씬한 몸매로 부러움을 사고 있다.◆ 제시가슴 성형수술을 당당하게 고백한 제시는 볼륨 있는 몸매를 자랑한다. 하지만 그의 잘록한 허리도 감탄을 자아낼 정도. 비키니부터 트레이닝복까지 완벽하게 소화하는 몸매의 소유자다.◆ 신수지신수지는 리듬체조 전 국가대표 출신답게 탄탄하면서도 볼륨감 있는 몸매가 돋보인다. SNS에서 플라잉 요가로 유연한 몸을 뽐내는 것
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,3,0.820853,doc_0052,doc_0052_chunk_002,X,"구 간판 스트라이커 계보를 이을 기대주로 각광받았지만 독일 무대 적응 실패 등으로 기대 만큼의 기량 성장을 하지 못해 시련을 겪은 비운의 스타이기도 하다. 파괴력은 인정받지만 비성실한 플레이 등으로 '히딩크호'에서 낙마, 안방에서열린 꿈의 월드컵 무대를 밟지 못했고 국내 프로무대와 아시안게임에서도 활약이 미흡해 마음 고생이 심했으나 군 생활을 통해 마음을 다잡고 한층 성숙해졌다. 이동국은 본프레레호 탑승 이후 9골을 뽑아내며 자신에게 기회를 준 본프레레감독의 기대에 100% 부응하며 '황태자'의 자리에 올라 화려한 재기에 성공했다."
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,1,0.930596,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,2,0.879547,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,3,0.867093,doc_0003,doc_0003_chunk_002,X,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,1,0.920648,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,2,0.885465,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,3,0.883795,doc_0003,doc_0003_chunk_002,X,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,1,0.870455,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,2,0.830131,doc_0003,doc_0003_chunk_003,X,공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,3,0.829245,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151308-1,천중핑의 선행 사실을 접한 중국 기업 알리바바는 무엇을 하기로 했어?,‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여,doc_0003,1,0.880686,doc_0003,doc_0003_chunk_003,O,공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151308-1,천중핑의 선행 사실을 접한 중국 기업 알리바바는 무엇을 하기로 했어?,‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여,doc_0003,2,0.827672,doc_0003,doc_0003_chunk_000,X,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151308-1,천중핑의 선행 사실을 접한 중국 기업 알리바바는 무엇을 하기로 했어?,‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여,doc_0003,3,0.82588,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151309-1,천중핑씨의 상태는 어때?,이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다,doc_0003,1,0.866787,doc_0003,doc_0003_chunk_001,X,손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니
c1_151309-1,천중핑씨의 상태는 어때?,이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다,doc_0003,2,0.860058,doc_0003,doc_0003_chunk_000,X,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151309-1,천중핑씨의 상태는 어때?,이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다,doc_0003,3,0.85267,doc_0003,doc_0003_chunk_002,O,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
c1_151310-1,3세 아이는 왜 4층 창문에 매달려 있었어?,열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다,doc_0003,1,0.846292,doc_0003,doc_0003_chunk_000,X,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리
c1_151310-1,3세 아이는 왜 4층 창문에 매달려 있었어?,열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다,doc_0003,2,0.846057,doc_0121,doc_0121_chunk_000,X,"에코 리브르/앙리 베베르 지음/ 임명주 옮김/8000원 ""아빠, 우리는 왜 좌파예요?"" 프랑스 사회당 소속 정치가이자 트로츠키주의자로 혁명적공산주의동맹의 리더로 쟁쟁한 좌파경력을 가진 앙리 베베르는 두 딸의 당돌한 질문에는 두손 두발을 들었다. ""아이구, 차라리 아이가 어떻게 태어나는지 알려 줄까?""라고 대답하는 아빠에게 ""됐거든요. 그건 다 알고 있거든요""라고 딸이 응수할 땐 킥킥 웃음이 터진다. 딸들은 현명하게도 휴가차 노르망디로 떠나는 자동차 안에서 이런 맹랑한 질문을 던졌다. 아빠가 어디로 도망갈 수도 없게 말이다. 그래서"
c1_151310-1,3세 아이는 왜 4층 창문에 매달려 있었어?,열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다,doc_0003,3,0.842004,doc_0003,doc_0003_chunk_002,O,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
c1_151311-1,열쇠공은 왜 잠긴 문을 따려고 한거야?,아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것,doc_0003,1,0.852531,doc_0003,doc_0003_chunk_002,O,히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고
