method,query_id,question_type,primary_category,primary_mclsf,gold_document_count,gold_chunk_count,retrieved_count,latency_ms,chunk_hit@1,chunk_hit@3,chunk_hit@5,chunk_hit@10,chunk_recall@5,chunk_recall@10,chunk_mrr,document_hit@1,document_hit@3,document_hit@5,document_hit@10,document_mrr
BM25,oy_eval_v2r_q0005,required_documents,일자리,재직자,1,1,10,1.3210999895818532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,oy_eval_v2r_q0015,eligibility,일자리,창업,1,2,10,2.4243000079877675,0.0,0.0,0.0,1.0,0.0,0.5,0.1111111111111111,0.0,0.0,0.0,1.0,0.1111111111111111
BM25,oy_eval_v2r_q0017,application_period,일자리,창업,1,1,10,2.2558000055141747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,oy_eval_v2r_q0025,support_content,일자리,창업,1,1,10,3.0450999620370567,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.14285714285714285
BM25,oy_eval_v2r_q0026,eligibility,일자리,취업,1,1,10,2.982800011523068,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.14285714285714285
BM25,oy_eval_v2r_q0064,specific_policy_search,주거,기숙사,1,1,10,3.3242999925278127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,oy_eval_v2r_q0078,support_content,교육,온라인교육,1,2,10,3.5043999669142067,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5
BM25,oy_eval_v2r_q0086,specific_policy_search,참여권리,청년참여,1,3,10,4.464500001631677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM25,oy_eval_v2r_q0090,required_documents,참여권리,청년참여,1,3,10,2.0586999598890543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM25,oy_eval_v2r_q0094,application_period,참여권리,청년참여,1,2,10,3.3452000352554023,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,oy_eval_v2r_q0098,application_method,참여권리,청년참여,1,2,10,3.7577999755740166,0.0,0.0,0.0,1.0,0.0,0.5,0.1111111111111111,0.0,0.0,0.0,1.0,0.1111111111111111
Char TF-IDF,oy_eval_repair_q0007,specific_policy_search,일자리,창업,1,2,10,5.772100004833192,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0009,eligibility,일자리,취업,1,3,10,2.6696999557316303,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_repair_q0012,application_period,일자리,취업,1,3,10,2.526499971281737,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.0,0.0,1.0,1.0,0.2
Char TF-IDF,oy_eval_repair_q0021,application_method,일자리,창업,1,2,10,2.4840999976731837,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0024,specific_policy_search,일자리,취업,1,2,10,2.6556000229902565,0.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Char TF-IDF,oy_eval_repair_q0027,application_method,일자리,창업,1,3,10,2.9566999874077737,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0030,support_content,일자리,취업,1,2,10,2.8574999887496233,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0032,application_method,일자리,취업,1,2,10,2.7629000251181424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0033,application_period,일자리,창업,1,3,10,2.226299955509603,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0034,specific_policy_search,일자리,취업,1,2,10,1.9548999844118953,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0035,support_content,일자리,창업,1,2,10,2.49360001180321,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0037,support_content,복지문화,문화활동,2,7,10,2.7015000232495368,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0038,eligibility,복지문화,건강,2,7,10,2.842900052201003,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0039,application_method,복지문화,예술인지원,1,1,10,2.629700000397861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0042,specific_policy_search,복지문화,건강,1,2,10,2.797699999064207,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0043,support_content,복지문화,예술인지원,1,2,10,2.869600022677332,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0045,required_documents,복지문화,문화활동,1,2,10,1.963400049135089,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0047,specific_policy_search,복지문화,예술인지원,1,1,10,2.293400000780821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0054,application_method,복지문화,건강,1,1,10,2.757699985522777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0056,specific_policy_search,주거,주택 및 거주지,1,1,10,2.279199950862676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char TF-IDF,oy_eval_repair_q0066,eligibility,주거,전월세 및 주거급여 지원,1,2,10,2.2686999873258173,0.0,0.0,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.25
Char TF-IDF,oy_eval_repair_q0072,support_content,교육,교육비지원,1,2,10,2.4263999657705426,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0073,eligibility,교육,온라인교육,1,4,10,1.97489996207878,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0074,application_method,교육,미래역량강화,1,2,10,1.8138000159524381,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0075,application_period,교육,온라인교육,1,2,10,1.6777999699115753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0076,required_documents,교육,미래역량강화,1,2,10,1.6076999600045383,0.0,0.0,1.0,1.0,0.5,1.0,0.25,0.0,0.0,1.0,1.0,0.25
Char TF-IDF,oy_eval_repair_q0077,specific_policy_search,교육,교육비지원,1,2,10,1.5761000104248524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0080,application_method,교육,교육비지원,2,4,10,1.6527000116184354,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0082,required_documents,교육,미래역량강화,1,4,10,1.8669000128284097,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0085,application_method,교육,미래역량강화,1,2,10,2.9264999902807176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0089,application_period,참여권리,권익보호,1,1,10,2.809799974784255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0099,application_period,참여권리,정책인프라구축,1,1,10,2.841999987140298,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_repair_q0100,required_documents,참여권리,청년국제교류,1,2,10,2.419700031168759,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0002,support_content,일자리,창업,1,1,10,1.945700030773878,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0003,eligibility,일자리,재직자,1,2,10,2.8317999676801264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0004,application_method,일자리,창업,1,2,10,2.436300041154027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char TF-IDF,oy_eval_v2r_q0005,required_documents,일자리,재직자,1,1,10,3.258700016885996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0015,eligibility,일자리,창업,1,2,10,3.722199995536357,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0017,application_period,일자리,창업,1,1,10,2.5464000063948333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0025,support_content,일자리,창업,1,1,10,3.112600010354072,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.25
Char TF-IDF,oy_eval_v2r_q0026,eligibility,일자리,취업,1,1,10,2.2441999753937125,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0064,specific_policy_search,주거,기숙사,1,1,10,2.133800007868558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0078,support_content,교육,온라인교육,1,2,10,2.0658999565057456,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.25
Char TF-IDF,oy_eval_v2r_q0086,specific_policy_search,참여권리,청년참여,1,3,10,2.1075999829918146,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Char TF-IDF,oy_eval_v2r_q0090,required_documents,참여권리,청년참여,1,3,10,2.4773000041022897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char TF-IDF,oy_eval_v2r_q0094,application_period,참여권리,청년참여,1,2,10,3.3224000362679362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0098,application_method,참여권리,청년참여,1,2,10,2.1841999841853976,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_repair_q0007,specific_policy_search,일자리,창업,1,2,10,5.12929999968037,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0009,eligibility,일자리,취업,1,3,10,5.376000015530735,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_repair_q0012,application_period,일자리,취업,1,3,10,5.457899998873472,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,1.0,1.0,0.25
Hybrid RRF,oy_eval_repair_q0021,application_method,일자리,창업,1,2,10,5.987300013657659,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0024,specific_policy_search,일자리,취업,1,2,10,5.834700015839189,0.0,0.0,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.25
Hybrid RRF,oy_eval_repair_q0027,application_method,일자리,창업,1,3,10,6.866700015962124,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0030,support_content,일자리,취업,1,2,10,6.212599982973188,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0032,application_method,일자리,취업,1,2,10,5.287899984978139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0033,application_period,일자리,창업,1,3,10,6.057300022803247,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0034,specific_policy_search,일자리,취업,1,2,10,4.378799989353865,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0035,support_content,일자리,창업,1,2,10,5.8932999963872135,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0037,support_content,복지문화,문화활동,2,7,10,5.990499979816377,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0038,eligibility,복지문화,건강,2,7,10,3.4153999877162278,1.0,1.0,1.0,1.0,0.5714285714285714,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0039,application_method,복지문화,예술인지원,1,1,10,5.275200004689395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0042,specific_policy_search,복지문화,건강,1,2,10,5.200800020247698,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0043,support_content,복지문화,예술인지원,1,2,10,4.656000004615635,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0045,required_documents,복지문화,문화활동,1,2,10,3.457699960563332,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0047,specific_policy_search,복지문화,예술인지원,1,1,10,5.839899997226894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0054,application_method,복지문화,건강,1,1,10,5.793199990876019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0056,specific_policy_search,주거,주택 및 거주지,1,1,10,6.549099984113127,0.0,0.0,0.0,1.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.16666666666666666
Hybrid RRF,oy_eval_repair_q0066,eligibility,주거,전월세 및 주거급여 지원,1,2,10,6.395000033080578,0.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Hybrid RRF,oy_eval_repair_q0072,support_content,교육,교육비지원,1,2,10,8.96509998710826,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_repair_q0073,eligibility,교육,온라인교육,1,4,10,4.913199984002858,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0074,application_method,교육,미래역량강화,1,2,10,4.269300028681755,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0075,application_period,교육,온라인교육,1,2,10,4.30989998858422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0076,required_documents,교육,미래역량강화,1,2,10,4.9922000034712255,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0077,specific_policy_search,교육,교육비지원,1,2,10,5.038199946284294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0080,application_method,교육,교육비지원,2,4,10,4.906099988147616,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0082,required_documents,교육,미래역량강화,1,4,10,4.842200025450438,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0085,application_method,교육,미래역량강화,1,2,10,5.23299997439608,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0089,application_period,참여권리,권익보호,1,1,10,4.9279999802820385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0099,application_period,참여권리,정책인프라구축,1,1,10,7.782700005918741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0100,required_documents,참여권리,청년국제교류,1,2,10,4.733400011900812,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0002,support_content,일자리,창업,1,1,10,6.639000028371811,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_v2r_q0003,eligibility,일자리,재직자,1,2,10,6.3393000164069235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0004,application_method,일자리,창업,1,2,10,5.6708999909460545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid RRF,oy_eval_v2r_q0005,required_documents,일자리,재직자,1,1,10,6.145799998193979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0015,eligibility,일자리,창업,1,2,10,5.73830003850162,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_v2r_q0017,application_period,일자리,창업,1,1,10,7.974500011187047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0025,support_content,일자리,창업,1,1,10,7.119299960322678,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_v2r_q0026,eligibility,일자리,취업,1,1,10,8.11029999749735,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Hybrid RRF,oy_eval_v2r_q0064,specific_policy_search,주거,기숙사,1,1,10,10.295399988535792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0078,support_content,교육,온라인교육,1,2,10,10.12079999782145,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_v2r_q0086,specific_policy_search,참여권리,청년참여,1,3,10,9.684199991170317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
